Date,Open,High,Low,Close
2019-09-05,1.2246,1.2354,1.2208,1.2327
2019-09-04,1.2090,1.2259,1.2084,1.2246
2019-09-03,1.2065,1.2106,1.1957,1.2089
2019-09-02,1.2159,1.2175,1.2035,1.2065
2019-08-30,1.2183,1.2226,1.2137,1.2159
2019-08-29,1.2218,1.2233,1.2170,1.2183
2019-08-28,1.2285,1.2288,1.2155,1.2218
2019-08-27,1.2222,1.2310,1.2207,1.2285
2019-08-26,1.2269,1.2285,1.2206,1.2222
2019-08-23,1.2250,1.2294,1.2193,1.2288
2019-08-22,1.2129,1.2273,1.2106,1.2250
2019-08-21,1.2165,1.2175,1.2111,1.2128
2019-08-20,1.2124,1.2180,1.2063,1.2165
2019-08-19,1.2155,1.2172,1.2103,1.2124
2019-08-16,1.2091,1.2175,1.2080,1.2144
2019-08-15,1.2060,1.2150,1.2049,1.2091
2019-08-14,1.2059,1.2101,1.2043,1.2060
2019-08-13,1.2078,1.2098,1.2041,1.2058
2019-08-12,1.2030,1.2107,1.2013,1.2077
2019-08-09,1.2141,1.2148,1.2021,1.2034
2019-08-08,1.2142,1.2183,1.2094,1.2142
2019-08-07,1.2165,1.2191,1.2119,1.2142
2019-08-06,1.2157,1.2209,1.2136,1.2165
2019-08-05,1.2148,1.2188,1.2100,1.2156
2019-08-02,1.2121,1.2169,1.2088,1.2161
2019-08-01,1.2159,1.2171,1.2078,1.2121
2019-07-31,1.2161,1.2249,1.2133,1.2159
2019-07-30,1.2225,1.2225,1.2117,1.2161
2019-07-29,1.2380,1.2381,1.2211,1.2225
2019-07-26,1.2454,1.2460,1.2374,1.2380
2019-07-25,1.2484,1.2518,1.2435,1.2454
2019-07-24,1.2438,1.2522,1.2426,1.2484
2019-07-23,1.2476,1.2482,1.2416,1.2437
2019-07-22,1.2505,1.2514,1.2454,1.2476
2019-07-19,1.2530,1.2555,1.2475,1.2499
2019-07-18,1.2433,1.2558,1.2426,1.2530
2019-07-17,1.2409,1.2456,1.2380,1.2432
2019-07-16,1.2519,1.2520,1.2395,1.2409
2019-07-15,1.2573,1.2576,1.2508,1.2518
2019-07-12,1.2528,1.2579,1.2518,1.2573
2019-07-11,1.2510,1.2571,1.2504,1.2528
2019-07-10,1.2461,1.2521,1.2442,1.2510
2019-07-09,1.2518,1.2518,1.2438,1.2460
2019-07-08,1.2527,1.2540,1.2498,1.2518
2019-07-05,1.2580,1.2588,1.2480,1.2523
2019-07-04,1.2580,1.2591,1.2567,1.2580
2019-07-03,1.2597,1.2600,1.2555,1.2579
2019-07-02,1.2646,1.2647,1.2583,1.2597
2019-07-01,1.2699,1.2706,1.2630,1.2646
2019-06-28,1.2670,1.2735,1.2663,1.2696
2019-06-27,1.2692,1.2725,1.2659,1.2669
2019-06-26,1.2688,1.2708,1.2661,1.2692
2019-06-25,1.2734,1.2784,1.2670,1.2688
2019-06-24,1.2745,1.2767,1.2706,1.2734
2019-06-21,1.2705,1.2747,1.2641,1.2738
2019-06-20,1.2652,1.2727,1.2649,1.2704
2019-06-19,1.2556,1.2674,1.2540,1.2651
2019-06-18,1.2538,1.2565,1.2505,1.2556
2019-06-17,1.2592,1.2606,1.2524,1.2538
2019-06-14,1.2679,1.2682,1.2578,1.2590
2019-06-13,1.2692,1.2708,1.2661,1.2678
2019-06-12,1.2723,1.2759,1.2680,1.2691
2019-06-11,1.2688,1.2732,1.2668,1.2722
2019-06-10,1.2721,1.2728,1.2652,1.2687
2019-06-07,1.2697,1.2763,1.2687,1.2736
2019-06-06,1.2690,1.2742,1.2667,1.2697
2019-06-05,1.2699,1.2744,1.2678,1.2690
2019-06-04,1.2666,1.2715,1.2640,1.2699
2019-06-03,1.2634,1.2674,1.2608,1.2666
2019-05-31,1.2610,1.2645,1.2558,1.2626
2019-05-30,1.2628,1.2640,1.2579,1.2611
2019-05-29,1.2657,1.2672,1.2610,1.2628
2019-05-28,1.2682,1.2702,1.2648,1.2657
2019-05-27,1.2727,1.2742,1.2665,1.2682
2019-05-24,1.2663,1.2733,1.2646,1.2711
2019-05-23,1.2664,1.2684,1.2603,1.2662
2019-05-22,1.2702,1.2719,1.2623,1.2664
2019-05-21,1.2728,1.2814,1.2683,1.2702
2019-05-20,1.2727,1.2757,1.2713,1.2728
2019-05-17,1.2796,1.2798,1.2711,1.2718
2019-05-16,1.2846,1.2852,1.2786,1.2796
2019-05-15,1.2911,1.2923,1.2825,1.2846
2019-05-14,1.2951,1.2970,1.2897,1.2910
2019-05-13,1.3006,1.3041,1.2940,1.2950
2019-05-10,1.3011,1.3047,1.2989,1.2999
2019-05-09,1.3012,1.3036,1.2966,1.3011
2019-05-08,1.3071,1.3080,1.2985,1.3011
2019-05-07,1.3093,1.3131,1.3037,1.3071
2019-05-06,1.3166,1.3170,1.3080,1.3092
2019-05-03,1.3032,1.3177,1.2986,1.3173
2019-05-02,1.3055,1.3082,1.3016,1.3031
2019-05-01,1.3032,1.3102,1.3028,1.3055
2019-04-30,1.2931,1.3049,1.2924,1.3032
2019-04-29,1.2920,1.2947,1.2903,1.2930
2019-04-26,1.2899,1.2944,1.2873,1.2917
2019-04-25,1.2906,1.2917,1.2864,1.2899
2019-04-24,1.2935,1.2963,1.2887,1.2906
2019-04-23,1.2982,1.3019,1.2926,1.2935
2019-04-22,1.2993,1.2998,1.2974,1.2981
2019-04-19,1.2988,1.3009,1.2980,1.2994
2019-04-18,1.3039,1.3053,1.2977,1.2988
2019-04-17,1.3041,1.3067,1.3027,1.3038
2019-04-16,1.3097,1.3101,1.3037,1.3041
2019-04-15,1.3079,1.3119,1.3076,1.3097
2019-04-12,1.3056,1.3133,1.3049,1.3071
2019-04-11,1.3088,1.3109,1.3049,1.3056
2019-04-10,1.3055,1.3120,1.3046,1.3088
2019-04-09,1.3068,1.3121,1.3028,1.3055
2019-04-08,1.3035,1.3074,1.3031,1.3065
2019-04-05,1.3071,1.3122,1.2985,1.3036
2019-04-04,1.3176,1.3191,1.3059,1.3071
2019-04-03,1.3128,1.3196,1.3120,1.3175
2019-04-02,1.3078,1.3150,1.3012,1.3128
2019-04-01,1.3019,1.3150,1.3008,1.3079
2019-03-29,1.3055,1.3137,1.2976,1.3043
2019-03-28,1.3154,1.3198,1.3034,1.3055
2019-03-27,1.3207,1.3269,1.3150,1.3153
2019-03-26,1.3209,1.3261,1.3157,1.3207
2019-03-25,1.3210,1.3247,1.3158,1.3209
2019-03-22,1.3123,1.3224,1.3079,1.3214
2019-03-21,1.3195,1.3227,1.3003,1.3122
2019-03-20,1.3266,1.3272,1.3145,1.3194
2019-03-19,1.3243,1.3311,1.3239,1.3267
2019-03-18,1.3291,1.3300,1.3183,1.3243
2019-03-15,1.3247,1.3300,1.3201,1.3296
2019-03-14,1.3308,1.3331,1.3207,1.3247
2019-03-13,1.3078,1.3381,1.3060,1.3308
2019-03-12,1.3232,1.3263,1.3004,1.3078
2019-03-11,1.2984,1.3289,1.2959,1.3232
2019-03-08,1.3079,1.3108,1.2988,1.3015
2019-03-07,1.3172,1.3185,1.3067,1.3078
2019-03-06,1.3147,1.3181,1.3123,1.3171
2019-03-05,1.3175,1.3199,1.3097,1.3147
2019-03-04,1.3232,1.3254,1.3165,1.3175
2019-03-01,1.3263,1.3286,1.3170,1.3203
2019-02-28,1.3308,1.3319,1.3252,1.3262
2019-02-27,1.3254,1.3350,1.3231,1.3308
2019-02-26,1.3120,1.3288,1.3115,1.3255
2019-02-25,1.3055,1.3149,1.3049,1.3120
2019-02-22,1.3031,1.3080,1.2967,1.3049
2019-02-21,1.3048,1.3095,1.3024,1.3030
2019-02-20,1.3059,1.3109,1.3011,1.3048
2019-02-19,1.2918,1.3073,1.2893,1.3059
2019-02-18,1.2901,1.2939,1.2890,1.2918
2019-02-15,1.2799,1.2898,1.2783,1.2893
2019-02-14,1.2847,1.2878,1.2771,1.2799
2019-02-13,1.2892,1.2959,1.2841,1.2847
2019-02-12,1.2859,1.2909,1.2831,1.2892
2019-02-11,1.2931,1.2939,1.2844,1.2858
2019-02-08,1.2950,1.2976,1.2920,1.2937
2019-02-07,1.2932,1.2996,1.2853,1.2951
2019-02-06,1.2954,1.2979,1.2924,1.2932
2019-02-05,1.3036,1.3052,1.2924,1.2955
2019-02-04,1.3073,1.3103,1.3028,1.3036
2019-02-01,1.3107,1.3115,1.3042,1.3079
2019-01-31,1.3114,1.3161,1.3096,1.3107
2019-01-30,1.3078,1.3146,1.3053,1.3113
2019-01-29,1.3148,1.3200,1.3055,1.3078
2019-01-28,1.3209,1.3210,1.3136,1.3148
2019-01-25,1.3066,1.3218,1.3061,1.3199
2019-01-24,1.3077,1.3094,1.3010,1.3067
2019-01-23,1.2958,1.3081,1.2941,1.3077
2019-01-22,1.2895,1.2975,1.2854,1.2957
2019-01-21,1.2865,1.2911,1.2829,1.2896
2019-01-18,1.2984,1.2993,1.2855,1.2872
2019-01-17,1.2878,1.3001,1.2831,1.2983
2019-01-16,1.2864,1.2897,1.2823,1.2878
2019-01-15,1.2864,1.2916,1.2668,1.2863
2019-01-14,1.2861,1.2931,1.2817,1.2864
2019-01-11,1.2745,1.2866,1.2708,1.2839
2019-01-10,1.2797,1.2801,1.2726,1.2749
2019-01-09,1.2711,1.2804,1.2710,1.2797
2019-01-08,1.2783,1.2797,1.2705,1.2713
2019-01-07,1.2720,1.2789,1.2719,1.2784
2019-01-04,1.2633,1.2745,1.2615,1.2720
2019-01-03,1.2472,1.2648,1.2467,1.2633
2019-01-02,1.2739,1.2773,1.2437,1.2472
2019-01-01,1.2739,1.2756,1.2721,1.2739
2018-12-31,1.2695,1.2815,1.2678,1.2750
2018-12-28,1.2641,1.2708,1.2633,1.2698
2018-12-27,1.2639,1.2675,1.2614,1.2642
2018-12-26,1.2671,1.2719,1.2627,1.2639
2018-12-25,1.2694,1.2710,1.2660,1.2672
2018-12-24,1.2642,1.2738,1.2634,1.2701
2018-12-21,1.2656,1.2698,1.2616,1.2630
2018-12-20,1.2616,1.2707,1.2611,1.2655
2018-12-19,1.2645,1.2679,1.2605,1.2615
2018-12-18,1.2614,1.2706,1.2608,1.2645
2018-12-17,1.2580,1.2647,1.2573,1.2613
2018-12-14,1.2653,1.2662,1.2528,1.2585
2018-12-13,1.2634,1.2687,1.2608,1.2653
2018-12-12,1.2487,1.2672,1.2476,1.2629
2018-12-11,1.2560,1.2639,1.2478,1.2487
2018-12-10,1.2713,1.2760,1.2506,1.2560
2018-12-07,1.2779,1.2790,1.2709,1.2729
2018-12-06,1.2732,1.2812,1.2697,1.2779
2018-12-05,1.2713,1.2798,1.2671,1.2733
2018-12-04,1.2724,1.2840,1.2658,1.2715
2018-12-03,1.2736,1.2825,1.2698,1.2724
2018-11-30,1.2779,1.2810,1.2734,1.2751
2018-11-29,1.2824,1.2850,1.2754,1.2777
2018-11-28,1.2737,1.2847,1.2731,1.2823
2018-11-27,1.2811,1.2820,1.2724,1.2737
2018-11-26,1.2816,1.2864,1.2794,1.2811
2018-11-23,1.2876,1.2883,1.2797,1.2819
2018-11-22,1.2770,1.2928,1.2768,1.2875
2018-11-21,1.2786,1.2820,1.2762,1.2769
2018-11-20,1.2860,1.2883,1.2775,1.2786
2018-11-19,1.2832,1.2884,1.2794,1.2860
2018-11-16,1.2762,1.2877,1.2760,1.2828
2018-11-15,1.2988,1.3030,1.2723,1.2762
2018-11-14,1.3034,1.3072,1.2879,1.2987
2018-11-13,1.2851,1.3047,1.2847,1.3033
2018-11-12,1.2925,1.2947,1.2826,1.2851
2018-11-09,1.3065,1.3069,1.2957,1.2969
2018-11-08,1.3126,1.3150,1.3043,1.3065
2018-11-07,1.3091,1.3175,1.3072,1.3126
2018-11-06,1.3059,1.3107,1.3019,1.3091
2018-11-05,1.3007,1.3068,1.2963,1.3059
2018-11-02,1.2997,1.3041,1.2949,1.2971
2018-11-01,1.2771,1.3035,1.2763,1.2997
2018-10-31,1.2706,1.2831,1.2699,1.2771
2018-10-30,1.2798,1.2813,1.2694,1.2706
2018-10-29,1.2833,1.2853,1.2790,1.2798
2018-10-26,1.2821,1.2841,1.2775,1.2829
2018-10-25,1.2886,1.2920,1.2796,1.2821
2018-10-24,1.2983,1.2991,1.2865,1.2886
2018-10-23,1.2967,1.3044,1.2936,1.2982
2018-10-22,1.3065,1.3090,1.2954,1.2967
2018-10-19,1.3021,1.3104,1.3010,1.3066
2018-10-18,1.3102,1.3131,1.3013,1.3021
2018-10-17,1.3185,1.3193,1.3088,1.3101
2018-10-16,1.3154,1.3236,1.3139,1.3184
2018-10-15,1.3098,1.3182,1.3097,1.3154
2018-10-12,1.3234,1.3258,1.3146,1.3151
2018-10-11,1.3205,1.3247,1.3180,1.3234
2018-10-10,1.3144,1.3216,1.3135,1.3204
2018-10-09,1.3090,1.3150,1.3031,1.3144
2018-10-08,1.3126,1.3133,1.3027,1.3090
2018-10-05,1.3023,1.3123,1.3002,1.3117
2018-10-04,1.2946,1.3041,1.2921,1.3023
2018-10-03,1.2981,1.3023,1.2923,1.2945
2018-10-02,1.3042,1.3049,1.2939,1.2981
2018-10-01,1.3031,1.3115,1.3011,1.3041
2018-09-28,1.3075,1.3090,1.2999,1.3026
2018-09-27,1.3172,1.3178,1.3071,1.3075
2018-09-26,1.3177,1.3218,1.3137,1.3172
2018-09-25,1.3115,1.3194,1.3094,1.3178
2018-09-24,1.3077,1.3167,1.3061,1.3115
2018-09-21,1.3271,1.3277,1.3054,1.3067
2018-09-20,1.3138,1.3299,1.3135,1.3271
2018-09-19,1.3164,1.3215,1.3097,1.3138
2018-09-18,1.3150,1.3175,1.3118,1.3164
2018-09-17,1.3076,1.3165,1.3068,1.3149
2018-09-14,1.3109,1.3144,1.3055,1.3066
2018-09-13,1.3047,1.3124,1.3025,1.3109
2018-09-12,1.3020,1.3082,1.2979,1.3047
2018-09-11,1.3026,1.3087,1.2962,1.3020
2018-09-10,1.2925,1.3052,1.2895,1.3026
2018-09-07,1.2928,1.3028,1.2907,1.2918
2018-09-06,1.2910,1.2962,1.2894,1.2928
2018-09-05,1.2857,1.2983,1.2784,1.2910
2018-09-04,1.2874,1.2874,1.2809,1.2857
2018-09-03,1.2925,1.2934,1.2853,1.2873
2018-08-31,1.3009,1.3029,1.2943,1.2956
2018-08-30,1.3024,1.3043,1.2984,1.3008
2018-08-29,1.2870,1.3033,1.2844,1.3024
2018-08-28,1.2895,1.2932,1.2859,1.2869
2018-08-27,1.2851,1.2901,1.2827,1.2895
2018-08-24,1.2810,1.2881,1.2797,1.2839
2018-08-23,1.2915,1.2917,1.2801,1.2809
2018-08-22,1.2907,1.2936,1.2867,1.2915
2018-08-21,1.2801,1.2925,1.2793,1.2907
2018-08-20,1.2746,1.2801,1.2727,1.2801
2018-08-17,1.2714,1.2754,1.2696,1.2754
2018-08-16,1.2696,1.2754,1.2684,1.2714
2018-08-15,1.2723,1.2735,1.2661,1.2696
2018-08-14,1.2761,1.2827,1.2703,1.2723
2018-08-13,1.2767,1.2791,1.2729,1.2763
2018-08-10,1.2820,1.2837,1.2722,1.2765
2018-08-09,1.2883,1.2912,1.2817,1.2820
2018-08-08,1.2942,1.2960,1.2852,1.2883
2018-08-07,1.2943,1.2974,1.2922,1.2942
2018-08-06,1.3000,1.3006,1.2918,1.2943
2018-08-03,1.3017,1.3043,1.2974,1.2997
2018-08-02,1.3126,1.3129,1.3011,1.3018
2018-08-01,1.3116,1.3144,1.3094,1.3126
2018-07-31,1.3136,1.3173,1.3089,1.3116
2018-07-30,1.3110,1.3152,1.3095,1.3135
2018-07-27,1.3107,1.3131,1.3081,1.3098
2018-07-26,1.3193,1.3213,1.3101,1.3107
2018-07-25,1.3143,1.3201,1.3131,1.3192
2018-07-24,1.3101,1.3159,1.3070,1.3143
2018-07-23,1.3139,1.3158,1.3081,1.3102
2018-07-20,1.3014,1.3140,1.2993,1.3132
2018-07-19,1.3074,1.3083,1.2956,1.3014
2018-07-18,1.3112,1.3117,1.3009,1.3074
2018-07-17,1.3237,1.3269,1.3068,1.3111
2018-07-16,1.3230,1.3293,1.3216,1.3236
2018-07-13,1.3187,1.3239,1.3101,1.3232
2018-07-12,1.3206,1.3245,1.3177,1.3186
2018-07-11,1.3259,1.3285,1.3198,1.3206
2018-07-10,1.3250,1.3301,1.3222,1.3260
2018-07-09,1.3300,1.3363,1.3189,1.3250
2018-07-06,1.3220,1.3290,1.3201,1.3285
2018-07-05,1.3229,1.3275,1.3202,1.3220
2018-07-04,1.3192,1.3250,1.3169,1.3228
2018-07-03,1.3141,1.3207,1.3113,1.3191
2018-07-02,1.3204,1.3209,1.3094,1.3141
2018-06-29,1.3077,1.3214,1.3067,1.3207
2018-06-28,1.3119,1.3121,1.3049,1.3077
2018-06-27,1.3223,1.3234,1.3105,1.3119
2018-06-26,1.3282,1.3292,1.3191,1.3223
2018-06-25,1.3269,1.3291,1.3219,1.3281
2018-06-22,1.3246,1.3315,1.3243,1.3263
2018-06-21,1.3172,1.3270,1.3101,1.3246
2018-06-20,1.3172,1.3217,1.3146,1.3172
2018-06-19,1.3245,1.3273,1.3149,1.3171
2018-06-18,1.3271,1.3276,1.3224,1.3245
2018-06-15,1.3271,1.3298,1.3209,1.3275
2018-06-14,1.3379,1.3447,1.3254,1.3270
2018-06-13,1.3370,1.3389,1.3306,1.3378
2018-06-12,1.3377,1.3425,1.3340,1.3369
2018-06-11,1.3405,1.3441,1.3343,1.3377
2018-06-08,1.3422,1.3439,1.3353,1.3401
2018-06-07,1.3419,1.3473,1.3371,1.3421
2018-06-06,1.3401,1.3443,1.3396,1.3419
2018-06-05,1.3314,1.3409,1.3300,1.3402
2018-06-04,1.3351,1.3399,1.3293,1.3314
2018-06-01,1.3299,1.3362,1.3252,1.3346
2018-05-31,1.3284,1.3348,1.3276,1.3299
2018-05-30,1.3256,1.3307,1.3240,1.3284
2018-05-29,1.3312,1.3325,1.3204,1.3256
2018-05-28,1.3310,1.3341,1.3294,1.3311
2018-05-25,1.3385,1.3385,1.3292,1.3307
2018-05-24,1.3355,1.3422,1.3348,1.3384
2018-05-23,1.3434,1.3442,1.3304,1.3355
2018-05-22,1.3433,1.3492,1.3411,1.3434
2018-05-21,1.3475,1.3479,1.3389,1.3432
2018-05-18,1.3517,1.3528,1.3453,1.3466
2018-05-17,1.3525,1.3569,1.3472,1.3515
2018-05-16,1.3495,1.3527,1.3454,1.3525
2018-05-15,1.3559,1.3572,1.3450,1.3495
2018-05-14,1.3547,1.3608,1.3542,1.3559
2018-05-11,1.3519,1.3596,1.3500,1.3540
2018-05-10,1.3548,1.3618,1.3459,1.3518
2018-05-09,1.3545,1.3607,1.3497,1.3549
2018-05-08,1.3559,1.3593,1.3483,1.3545
2018-05-07,1.3536,1.3576,1.3514,1.3559
2018-05-04,1.3570,1.3586,1.3485,1.3526
2018-05-03,1.3574,1.3630,1.3536,1.3570
2018-05-02,1.3609,1.3666,1.3553,1.3573
2018-05-01,1.3768,1.3773,1.3587,1.3609
2018-04-30,1.3775,1.3792,1.3711,1.3768
2018-04-27,1.3914,1.3935,1.3746,1.3774
2018-04-26,1.3933,1.3998,1.3894,1.3915
2018-04-25,1.3980,1.3997,1.3920,1.3931
2018-04-24,1.3939,1.3987,1.3916,1.3980
2018-04-23,1.4005,1.4031,1.3924,1.3938
2018-04-20,1.4080,1.4088,1.3992,1.3997
2018-04-19,1.4206,1.4246,1.4068,1.4080
2018-04-18,1.4294,1.4315,1.4172,1.4206
2018-04-17,1.4338,1.4377,1.4281,1.4294
2018-04-16,1.4238,1.4344,1.4235,1.4337
2018-04-13,1.4230,1.4297,1.4219,1.4236
2018-04-12,1.4180,1.4247,1.4144,1.4229
2018-04-11,1.4176,1.4223,1.4159,1.4180
2018-04-10,1.4132,1.4188,1.4118,1.4177
2018-04-09,1.4091,1.4165,1.4077,1.4131
2018-04-06,1.4004,1.4105,1.3981,1.4089
2018-04-05,1.4086,1.4097,1.3964,1.4003
2018-04-04,1.4064,1.4097,1.4014,1.4086
2018-04-03,1.4049,1.4089,1.4020,1.4064
2018-04-02,1.4033,1.4078,1.4024,1.4049
2018-03-30,1.4034,1.4060,1.4008,1.4010
2018-03-29,1.4077,1.4097,1.4009,1.4034
2018-03-28,1.4165,1.4201,1.4069,1.4078
2018-03-27,1.4234,1.4244,1.4064,1.4165
2018-03-26,1.4152,1.4245,1.4143,1.4233
2018-03-23,1.4114,1.4172,1.4084,1.4134
2018-03-22,1.4138,1.4220,1.4074,1.4114
2018-03-21,1.4001,1.4150,1.3997,1.4138
2018-03-20,1.4024,1.4067,1.3982,1.4001
2018-03-19,1.3943,1.4088,1.3911,1.4024
2018-03-16,1.3936,1.3981,1.3888,1.3941
2018-03-15,1.3963,1.3989,1.3921,1.3935
2018-03-14,1.3970,1.3996,1.3924,1.3963
2018-03-13,1.3904,1.3995,1.3873,1.3969
2018-03-12,1.3853,1.3918,1.3840,1.3903
2018-03-09,1.3813,1.3889,1.3786,1.3847
2018-03-08,1.3901,1.3910,1.3780,1.3813
2018-03-07,1.3898,1.3913,1.3844,1.3900
2018-03-06,1.3843,1.3929,1.3815,1.3896
2018-03-05,1.3804,1.3878,1.3766,1.3843
2018-03-02,1.3777,1.3817,1.3754,1.3799
2018-03-01,1.3756,1.3785,1.3710,1.3777
2018-02-28,1.3909,1.3917,1.3752,1.3756
2018-02-27,1.3964,1.3996,1.3857,1.3910
2018-02-26,1.3966,1.4070,1.3927,1.3964
2018-02-23,1.3955,1.4006,1.3904,1.3965
2018-02-22,1.3908,1.3989,1.3855,1.3955
2018-02-21,1.3996,1.4009,1.3902,1.3908
2018-02-20,1.3996,1.4025,1.3930,1.3996
2018-02-19,1.4031,1.4050,1.3957,1.3996
2018-02-16,1.4091,1.4145,1.3995,1.4025
2018-02-15,1.4004,1.4105,1.3992,1.4090
2018-02-14,1.3886,1.4017,1.3799,1.4004
2018-02-13,1.3836,1.3924,1.3830,1.3886
2018-02-12,1.3826,1.3876,1.3795,1.3835
2018-02-09,1.3919,1.3987,1.3763,1.3828
2018-02-08,1.3871,1.4067,1.3844,1.3920
2018-02-07,1.3956,1.3994,1.3847,1.3871
2018-02-06,1.3967,1.4000,1.3835,1.3956
2018-02-05,1.4092,1.4151,1.3953,1.3967
2018-02-02,1.4262,1.4278,1.4100,1.4120
2018-02-01,1.4196,1.4278,1.4158,1.4262
2018-01-31,1.4150,1.4233,1.4121,1.4196
2018-01-30,1.4070,1.4167,1.3979,1.4150
2018-01-29,1.4142,1.4159,1.4024,1.4069
2018-01-26,1.4109,1.4285,1.4108,1.4154
2018-01-25,1.4240,1.4345,1.4082,1.4108
2018-01-24,1.4001,1.4263,1.3995,1.4240
2018-01-23,1.3983,1.4027,1.3915,1.4001
2018-01-22,1.3888,1.3991,1.3855,1.3983
2018-01-19,1.3893,1.3945,1.3838,1.3854
2018-01-18,1.3807,1.3913,1.3803,1.3893
2018-01-17,1.3787,1.3943,1.3755,1.3807
2018-01-16,1.3796,1.3806,1.3740,1.3787
2018-01-15,1.3739,1.3820,1.3728,1.3796
2018-01-12,1.3537,1.3744,1.3535,1.3725
2018-01-11,1.3506,1.3555,1.3456,1.3536
2018-01-10,1.3541,1.3562,1.3481,1.3506
2018-01-09,1.3569,1.3582,1.3504,1.3540
2018-01-08,1.3569,1.3585,1.3522,1.3569
2018-01-05,1.3548,1.3583,1.3522,1.3564
2018-01-04,1.3511,1.3560,1.3503,1.3548
2018-01-03,1.3590,1.3613,1.3494,1.3511
2018-01-02,1.3512,1.3600,1.3504,1.3590
2018-01-01,1.3498,1.3521,1.3491,1.3514
2017-12-29,1.3430,1.3544,1.3427,1.3501
2017-12-28,1.3401,1.3457,1.3396,1.3429
2017-12-27,1.3374,1.3430,1.3366,1.3399
2017-12-26,1.3373,1.3389,1.3346,1.3374
2017-12-25,1.3360,1.3394,1.3357,1.3372
2017-12-22,1.3382,1.3398,1.3345,1.3361
2017-12-21,1.3372,1.3388,1.3330,1.3383
2017-12-20,1.3387,1.3420,1.3365,1.3372
2017-12-19,1.3380,1.3402,1.3329,1.3387
2017-12-18,1.3318,1.3418,1.3308,1.3380
2017-12-15,1.3421,1.3448,1.3300,1.3317
2017-12-14,1.3412,1.3466,1.3391,1.3424
2017-12-13,1.3315,1.3430,1.3310,1.3412
2017-12-12,1.3340,1.3380,1.3302,1.3314
2017-12-11,1.3386,1.3432,1.3330,1.3340
2017-12-08,1.3477,1.3520,1.3354,1.3385
2017-12-07,1.3379,1.3485,1.3319,1.3477
2017-12-06,1.3418,1.3436,1.3357,1.3379
2017-12-05,1.3475,1.3478,1.3369,1.3418
2017-12-04,1.3474,1.3539,1.3413,1.3476
2017-12-01,1.3512,1.3550,1.3444,1.3468
2017-11-30,1.3412,1.3549,1.3407,1.3513
2017-11-29,1.3360,1.3448,1.3347,1.3412
2017-11-28,1.3319,1.3388,1.3220,1.3360
2017-11-27,1.3327,1.3383,1.3305,1.3319
2017-11-24,1.3308,1.3360,1.3276,1.3335
2017-11-23,1.3323,1.3337,1.3283,1.3308
2017-11-22,1.3240,1.3330,1.3212,1.3323
2017-11-21,1.3236,1.3267,1.3208,1.3240
2017-11-20,1.3212,1.3279,1.3184,1.3236
2017-11-17,1.3191,1.3260,1.3168,1.3212
2017-11-16,1.3171,1.3208,1.3134,1.3192
2017-11-15,1.3161,1.3214,1.3129,1.3172
2017-11-14,1.3114,1.3187,1.3073,1.3161
2017-11-13,1.3170,1.3173,1.3060,1.3114
2017-11-10,1.3145,1.3230,1.3111,1.3187
2017-11-09,1.3114,1.3166,1.3084,1.3144
2017-11-08,1.3170,1.3176,1.3084,1.3114
2017-11-07,1.3172,1.3178,1.3108,1.3170
2017-11-06,1.3077,1.3175,1.3057,1.3171
2017-11-03,1.3053,1.3133,1.3038,1.3075
2017-11-02,1.3248,1.3299,1.3042,1.3054
2017-11-01,1.3286,1.3321,1.3238,1.3248
2017-10-31,1.3204,1.3292,1.3190,1.3286
2017-10-30,1.3123,1.3215,1.3122,1.3204
2017-10-27,1.3138,1.3140,1.3069,1.3125
2017-10-26,1.3267,1.3279,1.3135,1.3138
2017-10-25,1.3131,1.3272,1.3109,1.3267
2017-10-24,1.3204,1.3228,1.3112,1.3131
2017-10-23,1.3182,1.3227,1.3157,1.3204
2017-10-20,1.3156,1.3201,1.3086,1.3185
2017-10-19,1.3207,1.3229,1.3130,1.3156
2017-10-18,1.3191,1.3212,1.3139,1.3207
2017-10-17,1.3244,1.3287,1.3153,1.3191
2017-10-16,1.3280,1.3312,1.3224,1.3245
2017-10-13,1.3267,1.3338,1.3246,1.3283
2017-10-12,1.3226,1.3291,1.3120,1.3267
2017-10-11,1.3204,1.3234,1.3174,1.3225
2017-10-10,1.3135,1.3226,1.3133,1.3203
2017-10-09,1.3081,1.3184,1.3073,1.3135
2017-10-06,1.3115,1.3117,1.3026,1.3063
2017-10-05,1.3243,1.3250,1.3106,1.3114
2017-10-04,1.3238,1.3292,1.3234,1.3243
2017-10-03,1.3278,1.3288,1.3221,1.3238
2017-10-02,1.3397,1.3398,1.3255,1.3278
2017-09-29,1.3435,1.3436,1.3348,1.3393
2017-09-28,1.3395,1.3456,1.3342,1.3435
2017-09-27,1.3454,1.3455,1.3362,1.3395
2017-09-26,1.3481,1.3515,1.3407,1.3454
2017-09-25,1.3504,1.3571,1.3430,1.3481
2017-09-22,1.3573,1.3596,1.3448,1.3494
2017-09-21,1.3503,1.3587,1.3469,1.3573
2017-09-20,1.3512,1.3658,1.3451,1.3503
2017-09-19,1.3512,1.3552,1.3468,1.3512
2017-09-18,1.3582,1.3619,1.3463,1.3512
2017-09-15,1.3401,1.3617,1.3380,1.3589
2017-09-14,1.3214,1.3406,1.3150,1.3401
2017-09-13,1.3296,1.3329,1.3183,1.3214
2017-09-12,1.3175,1.3298,1.3158,1.3296
